idx,emotion,text,val_ind,test_ind,train_ind
2938,"shame","I was ashamed of the way I deceived that I could not help a friend, although it was absolutely possible for me. Nothing was revealed but I haven't called up this person since then.",,4332.0,
2939,"guilt","I had an appointment with a colleague of mine to give her my lecture notes. I couldn't go and I didn't send them, and so the girl missed a day for the preparation of her term exams.",,7391.0,
2940,"joy",When I knew that my husband and I were going to have a child.,,6050.0,
2941,"fear",Two years ago I saw a film on the TV. Even now it makes me afraid.,,4851.0,
2942,"anger",When my husband stays late at a meeting and I have to be alone.,,2142.0,
2943,"sadness",The loss of a person I loved very much.,,7247.0,
2944,"disgust",Deception from a person I loved very much.,,1593.0,
2945,"shame",I didn't tell my parents that I was going to Sofia. I told them that I was going to a seminar. My mother knew that I was lying but she didn't stop me.,,1052.0,
2946,"guilt",The assistant professor saw me cheat at the preliminary examination.,,5977.0,
2947,"joy",I was very happy when I got the message that I had been accepted as a student in medicine.,,6124.0,
2948,"fear",I felt something close to that when I saw that there was a man on the terrace of the flat.,,873.0,
2949,"anger",I got angry when I learned how short a time we had to prepare for the term examinations.,,3718.0,
2950,"sadness",I felt sad when my first boyfriend and I left each other. It was neither his fault nor mine.,,1120.0,
2951,"disgust",I felt it today when the bus driver shouted rather indecent words at a man without any reason whatsoever.,,5809.0,
2952,"shame",At an exam in pharmacology I tried to prompt a coleague (she asked me something) and the assistant professor made me a sharp remark.,,6559.0,
2953,"guilt",My grandmother has been in a hospital for a week and I still haven't had time to see her.,,7069.0,
2954,"joy",When I learned that my parents were going abroad and leaving me alone for a few years.,,3080.0,
2955,"fear",I was at the seaside and my brother disappeared for a couple of hours.,,1989.0,
2956,"disgust","Some time ago I was disgusted with the """"cleanness"""" of the refectory of our institute.",,4182.0,
2957,"shame",We were at a football match and when we were leaving the stadium (the stadium was packed with people) and I lost my shoe in the crowd. Our attempts to find it didn't give any result and I had to go home without one shoe. In other words to cross the whole town !,,1190.0,
2958,"guilt",I felt guilty last year during the winter term exams. A colleague of mine asked me to give him my lecture notes (I had very good notes and I had passed my exam in advance) but I still don't know why I didn't give them to him. That colleague failed and he was on the verge of not passing it at the supplementary examinations.,,608.0,
2959,"joy",When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own.,,4016.0,
2960,"fear",Once as a child I dreamed of a fire. Since that time I hadn't wanted to sleep in that bed and had feared the night darkness (and so it is now).,,3946.0,
2961,"anger",A chief was unjustly punished on an autumn brigade and the one who was really guilty kept silent. I stepped in front and told the truth. The guilty chief called me in after the roll-call and threatened me.,,4046.0,
2962,"sadness",Years ago I fell in love for the first time. as natural for every school-girl I was day-dreaming. Later (after 3 years) we left each other. No one was to blame but I felt deep sadness. Even now I remember about it quite often.,,4221.0,
2963,"disgust","It was at a comsomol(??) meeting, the last one because we were to graduate. The way one of my fellow-students behaved made me feel disgusted.",,6185.0,
2964,"shame","I was at a children's camp abroad. The people (the leaders, my coevals) were very king to us. One night we smeared our foreign friends with tooth-paste while they were sleeping and then we roused the whole camp by our shouts. Later I was so sorry. I didn't utter a word for two days, then I went to apologize.",,5909.0,
2965,"guilt","When I was in the fifth class the rating was done in our mark-books. I hadn't been examined yet but I had heard from my classmates about the scolding they had got at home. My first mark was in geography - good 4. I judged I had known for more than that and I put down """"very good"""" for fear of being scolded. Naturally my parents guessed all about it. They rebuked me for what I had done.",,1914.0,
2966,"joy",When I learned I was admitted to study what I wanted most - floriculture (this is a narrow specialization from the general one).,,6599.0,
2967,"fear",I was walking on the pavement when a white car rolled on it and directed towards me. I was quite near the house wall when it rolled by and hit me.,,3899.0,
2968,"anger",My grandmother's brother had taken active part in the resistance movement. He had been in prison many times and there he lost his health. He became an invalid. When we phoned to First Aid the nurse on duty behaved quite unkindly when she understood how old he was (79).,,2735.0,
2969,"sadness",My boyfriend is a soldier. He was on a leave. I felt sad when we had to get separated again.,,1583.0,
2970,"disgust",I felt disgusted about a teacher who had rejected all that was human in her. She refused to accept the flowers we gave her for the eighth of March and asked for a foreign parfume instead.,,5391.0,
2971,"shame",I was examined by a teacher I greatly respected. I was well prepared on the subjects but he put some side-issues to me and I couldn't answer.,,179.0,
2972,"guilt",I had undertaken to help my sister for her class work but some unexpected circumstances prevented me from doing that.,,604.0,
2973,"joy","I was very glad when I learned I was a student already. I heard about it over the phone, I didn't believe it at first.",,5270.0,
2974,"fear",I had worries about a certain illness.,,393.0,
2975,"anger","I suffered from a gynaecological illness. I was quite displeased to hear that my roommates had talked about it and they had misrepresented the truth. I felt deeply hurt when I learned that it was done by a """"good"""" acquaintance of mine.",,2265.0,
2976,"sadness",When my first boyfriend left me. I tried not to let him understand I felt miserable.,,889.0,
2977,"disgust",I hate hypocrisy. My friend (girl) tried to intrude into my affairs with my future husband. After that she behaved as if nothing had happened.,,2076.0,
2978,"shame","I feel shame when I have made a promise, I can't keep it and this has negative effects which are caused by my behavior.",,6361.0,
2979,"guilt",I felt it when I came home after the examination session and I said I had not passed my last exam.,,2690.0,
2980,"joy",I felt glad when I took the rather difficult organic chemistry examination.,,365.0,
2981,"fear",This was what I felt when my boyfriend went to Bourgas to study there. I had the feeling I would lose him. Anyway the distance Plovdiv-Bourgas seemed to me so great.,,2255.0,
2982,"anger","I confronted with this feeling at the Institute quite recently, the pedology lecturer was the cause.",,3938.0,
2983,"sadness",This feeling was quite deep when my friend (girl) died in a car accident.,,5364.0,
2984,"disgust",I am disgusted with the behavior of a car driver whose car would run over me and my friends during our autumn brigade.,,2395.0,
2985,"shame",I felt shame when I discontinued my education for eight months. ,,936.0,
2986,"guilt","The sense of guilt came over me too, when I interrupted my studies. Why ? Because I felt guilty before my parents ! They believed in me though this event did not make them disbelieve me.",,4576.0,
2987,"joy","I sensed a strong feeling of joy when in the plant, at my working place, I got a message that I was admitted as full time student at the Higher Agricultural Institute.",,3251.0,
2988,"fear",Fear when fulfilling my obligations on my first night fatigue duty as a soldier.,,3880.0,
2989,"anger",When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,,2200.0,
2990,"sadness",The loss of a close relative who was ill with cancer.,,3565.0,
2991,"disgust",I am disgusted with a nieghbour who is looking for all sorts of quarrel with my parents and me. He feels we are hampering his living close to us. This has been going on for quite a long time.,,5484.0,
2992,"shame",Some time ago I promised to meet an acquaintance of mine and to carry him some promised papers. I haven't done it until this day. Now I feel quite awkward when I meet him.,,6984.0,
2993,"guilt",A sense of guilt before my parents when I had to discountinue my studies in the first year because of unpassed exams.,,5256.0,
2994,"joy",After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad.,,4269.0,
2995,"fear",Fear from the unknown. I felt fear when I sat for the entrance examinations.,,6128.0,
2996,"anger",I feel angry at people's indifference at our ability to be present at an event and to stay partial to what happens.,,1959.0,
2997,"sadness","When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood.",,1619.0,
2998,"disgust","I feel disgusted with the bootlickers, with helpless people.",,5493.0,
2999,"shame",I feel ashamed when I act dishonestly toward somebody.,,848.0,
3000,"guilt",I didn't visit a very close friend at the hospital and some days later he died.,,2863.0,
3001,"joy","I was sitting for an exam in biochemistry, I was very excited because it was a supplementary examination. I passed the exam very well and was glad because I recovered my selfconfidence.",,615.0,
3002,"fear","Students fear many things but we seem to fear the examinations most of all. I remember I was horror stricken before my microbiology exam, because it was a decisive one.",,1320.0,
3003,"anger",It was necessary to organise a competition in connection with a celebration. Everyone was to be present at that event. It turned out that there was no audience at all because everyone had pretended to be very intelligent and no one had come. I got furious.,,6413.0,
3004,"sadness",When I part with my friends I feel always sad for some time. I can't remember a concrete example now. For example I have just parted with a friend of mine and I am feeling sad.,,4113.0,
3005,"disgust","In autumn I had to move to another lodging. My landlords, quite intelligent people, warned me I had to move in the nearest future. But I had difficulties in moving my luggage because I couldn't wait for a car to come. How amazed I was to hear them threatening me they would throw our my things. And at that my luggage was well packed and did not stand in their way. I was quite  disappointed and disgusted.",,1089.0,
3006,"shame","During our last exarcise in agricultural machines we went out in the yard to examine a row of machines. But we seemed not to have fulfilled our task well, because when our teacher came and asked me a question I was unable to answer. I felt awkward because he didn't deserve it.",,5342.0,
3007,"guilt",I remember about an unpleasant event in relation to my mother. I felt guilty before her.,,3107.0,
3008,"joy",When I succeded in establishing a contact with a girl (who is now my girlfriend).,,618.0,
3009,"fear",I fear before each exam.,,6632.0,
3010,"anger",When my bosom friend tried to lie to me.,,4036.0,
3011,"sadness",When I quarrelled with a very close friend of mine.,,1969.0,
3012,"disgust",When I see the acts and deeds of a blind drunk man.,,2118.0,
3013,"shame",When I wasn't well prepared for a terminal exam and the teacher tried to give me a three by asking me some very easy questions. I burned with shame then.,,7450.0,
3014,"guilt",When once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man. But it remained undone.,,3478.0,
3015,"joy","I feel joy usually after each taken exam, the last one was in February.",,2054.0,
3016,"fear",It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened.,,5642.0,
3017,"anger","I felt anger at my last exam, I felt angry with our teacher, because he did not rate me objectively and I failed.",,7062.0,
3018,"sadness","I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so.",,4514.0,
3019,"disgust",I had a very good friend (boy) and I thought I could rely on him but he behaved badly with a girl who used to trust us completely.,,5798.0,
3020,"shame",Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before.,,2023.0,
3021,"guilt",Last year I put off an exam for the autumn session without knowing if there was a supplementary examination session. When I came home with my exam unpassed I felt guilty before my parents when I remembered how much they had done for me.,,3081.0,
3022,"joy",When I was admitted to the Higher Institute.,,2508.0,
3023,"fear",I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,,666.0,
3024,"anger",I felt angry when I failed in an exam about which I knew quite a few things and I did not deserve to be plucked.,,2380.0,
3025,"sadness",When my mother and father were on an excursion in Chechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there.,,7268.0,
3026,"disgust",I felt disgust with alcohol in general when a close friend of mine got so drunk that he didn't realize what he was doing and it was quite shameful.,,3519.0,
3027,"shame",I felt ashamed when my parents found out that I had deceived them.,,4741.0,
3028,"guilt","I felt guilty when I had taken the car keys and I had an accident but as my parents did not know who was to blame, they punished my brother because I had no driving licence and they thought it impossible that had driven the car.",,881.0,
3029,"joy",I felt joy when I was admitted to the Higher Agricultural Institute.,,6588.0,
3030,"fear",I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.,,1618.0,
3031,"anger",That was what I felt with a teacher who put down quite unreal marks.,,2741.0,
3032,"sadness",I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me.,,2302.0,
3033,"disgust","I felt disgust with a lady teacher who used to nag, to mock, to interrupt everyone of my fellow students each time we had a class with her in our first year.",,5845.0,
3034,"shame",That was what I felt when I told my first lie and then was cought.,,3847.0,
3035,"guilt",I felt guilty when I failed to take an exam though I had had enough time to read for it but I hadn't made use of it.,,5058.0,
3036,"joy",I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.,,1963.0,
3037,"fear",It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,,2003.0,
3038,"anger","I faced this feeling when I realized I wasn't admitted to the institute in the first classifying, in spite of the high mark I had got at the entrance examination.",,2108.0,
3039,"sadness",Always when I get separated from my friends and relatives from my home town.,,3687.0,
3040,"disgust",I feel disgust with my first boyfriend who made fun of our love in an abominable way.,,1547.0,
3041,"shame",I have always felt ashamed for some people's behavior to their too old parents. I have felt hurt and shy when they have left them to the mercy of fate.,,824.0,
3042,"guilt",I feel always guilty before my parents when I come home and have to tell them I have failed an exam.,,6612.0,
3043,"joy",Naturally when I got myself discharged this was my second birthday.,,1900.0,
3044,"fear",When I failed my first exam at the Higher Institute.,,7458.0,
3045,"anger",A nuisance used to live in our flat a month ago. I experienced this feeling when I tried to chase her out.,,3512.0,
3046,"sadness",After my father's death.,,7338.0,
3047,"disgust",With an alcoholic.,,1480.0,
3048,"shame",Once I had dinner at an elegant restaurant and I did not have enough money to pay the bill. There were a lot of people there and I felt quite awkward.,,6856.0,
3049,"guilt",Something very unpleasant happened when I was a soldier and I was directly involved in it.,,3232.0,
3050,"joy","I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home.",,5884.0,
3051,"fear",I was terrified during an axcursion in Italy. I was lost and left alone in this unfamiliar country.,,7202.0,
3052,"anger",I took part in a football match. The referee was extremely partial to the opposite team. This stirred up my discontent and anger.,,4637.0,
3053,"sadness",When my first girlfriend an I left each other.,,4248.0,
3054,"disgust",During a summer holiday at a bar I happened to see a dead to the world woman.,,2820.0,
3055,"shame",When I first had a sexual intercourse.,,1817.0,
3056,"guilt",I remember when I was a little boy I broke a Swiss dinner set quite involuntarily.,,7271.0,
3057,"joy",When I got a message that I was employed as a nurse at a kindergarten.,,3114.0,
3058,"fear",When I first sat for an entrance examination.,,5841.0,
3059,"anger","When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly.",,1539.0,
3060,"sadness",When I got separated from my first love.,,3598.0,
3061,"disgust","Many times, when my father used to come home drunk and maltreated physically me and my mother.",,1514.0,
3062,"shame",When for the first and the last time I tried to crib and the teacher was with her back to me but right when I was taking the materials out she turned round and saw me.,,4111.0,
3063,"guilt",When at times unconscienciously I speak to my mother in a high tome but after that I am sorry and I feel guilty.,,1567.0,
3064,"joy",Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night.,,880.0,
3065,"fear",Watching a horror movie with friends.,,363.0,
3066,"anger",The breakup of a relationship. After the event I was upset/sad then angry maybe 2/3 weeks later.,,6703.0,
3067,"sadness","The funeral of a friend who was killed in a car accident. She was of my own age, there were many of my own friends present, as well as her family etc.",,417.0,
3068,"disgust","Disgust for a person who treated me badly, and has treated other people similarly - including lying, hiding facts, being deceitful, unfair, etc.",,2644.0,
3069,"shame",Losing my temper and allowing myself to act childishly by yelling and screaming at a person who I felt had done me wrong - in effect lowering myself to their level.,,3320.0,
3070,"guilt",Guilt at often being unable to visit a close relative in hospital after her death I felt very guilty and wished I had done more.,,5930.0,
3071,"joy",Achievement of a task by a friend who had begun a new job. She wasn't confident of handling the situation so was thinking  of leaving the job only after 2 days employment.,,4701.0,
3072,"fear","Walking home at night after university - part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream.",,7194.0,
3073,"anger",When my son omits to carry out certain duties at home that he knows needs doing.,,818.0,
3074,"sadness",When I saw my niece (5 yrs) crying in the hallway for her mother who had passed away about a month ago.,,3483.0,
3075,"disgust",With a woman who had walked into my place of employment and urinated on the floor in front of everyone.,,2513.0,
3076,"shame","When I found a letter addressed """"To Mum"""" by my son, 6 months later, he begged me not to sell his new shoes which he messed up after wearing them for the first time.",,3399.0,
3077,"guilt",When I had lied to a friend/son about some things we had discussed and I had to be one better.,,6986.0,
3078,"joy",Felt joy a few years ago when I was away on holiday. And sat very close to my best friend looking straight into the eyes.,,2968.0,
3079,"fear",I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process.,,5035.0,
3080,"anger","In a sociology class I felt very angry towards some members of society for exploiting the Polynesian people, dawn raids by Police (Martin Luther King, Blacks in S.A.). But this was just a reflection of my own shortcomings.",,6673.0,
3081,"sadness","Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.",,3331.0,
3082,"disgust","I was disgusted by my paranoid attitude towards myself, my homework at university and disgusted about my lack of retention. Especially in learning another language.",,6054.0,
3083,"shame","I felt shame at the hurt I caused to my family especially my parent father, shame of hurting people emotionally. A misconceived self-blaming that didn't do me any good. Shame at being myself as I am.",,1396.0,
3084,"guilt",I felt guilty at being part of the successful people. Felt guilty at being a student when other people were not. Guilt about being a potential success in various areas of society. (So stupid this emotion),,6297.0,
3085,"joy","When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman (20 yrs) I'd taught her at 6 yrs, then at 12 yrs and hadn't seen her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council.",,5257.0,
3086,"fear","A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room """"I blew it"""" -  I was so nervous I couldn't reply easily - It was very important, but I got only blankness.",,2601.0,
3087,"anger","A friend visited and made comments that my house/garden were not as neat/tidy as in the past. I'd not seen her a year - She implied I'd gone to the pack (I'd only been working full time, and taking 3 University exams part time).",,841.0,
3088,"sadness",When my father a 4th/5th generation colonial (from Eng.) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.,,7330.0,
3089,"disgust","People who came to our home - and requested """"Put out your smoke"""". That we should not smoke in our house... and asked not even politely. It disgusted me because I think people need to adapt to the situation.",,1382.0,
3090,"shame","Put down by my father - at a family outing at mutual family friends dinner. Told """"Not to Speak"""". The attitude by him was negative/I was in mid 20s, I had done many things - a wide range of experiences. Probably greater than he.",,1587.0,
3091,"joy",My 3 children - each top his class in the final exams 1984.,,6591.0,
3092,"fear",A truck (big one) nearly mowed me off the road (I was driving a small Lazer).,,2495.0,
3093,"anger",A shop in Downtown wouldn't accept my Visa Card - before December last year.,,5667.0,
3094,"sadness","My dog of 16 and 1/2 years - """"Lord Grey"""" died in his sleep - His death caused me more and deeper sadness than I thought.",,2995.0,
3095,"disgust",A sour looking man was beating his thin dog in Remuera.,,5570.0,
3096,"shame",I told Mr Winter of Downtown Fashion to go to - when he did not accept my Visa !,,2014.0,
3097,"guilt",When I accepted a lunch invitation from a past male friend.,,2430.0,
3098,"joy",When my daughter was born.,,2195.0,
3099,"fear",When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away.,,6063.0,
3100,"anger",When my husband got picked up in our new car for drunken driving. We had made a pact the other would not drink and so therefore would be the driver for the evening etc. I was not present at the time.,,3932.0,
3101,"sadness",When my grandmother died very suddenly without warning.,,4672.0,
3102,"disgust",When the N.Z. rugby union announced that they would proceed with a rugby tour of South Africa.,,5935.0,
3103,"shame",When I was unable to respond to a welcome in my indigenous language of Maori at an important function where I was the only woman in the group and it was expected of me.,,6996.0,
3104,"guilt",When I made an excuse to get out of participating in an important family occasion that I should not have missed.,,679.0,
3105,"joy","Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the """"paper work"""" collecting bags and the anticipation of coming through the customs gate.",,5624.0,
3106,"fear","I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district.",,3710.0,
3107,"anger","My partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next 6-12 months, then told me the day before it was about to happen having been tolerant and friendly for the preceding week.",,6232.0,
3108,"sadness","I had been living in an overseas city and made the decision to leave the city and come home about 12 months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I wouldn't see many of them again.",,3477.0,
3109,"fear",After I had managed to fail my first year at University I was scared as to what I was going to do with my future. I didn't want a mundane 9-5 job and yet I didn't know if I could pay my way through an unsubsidized year at university to settle down and continue my studies.,,5465.0,
3110,"anger",This situation keeps occurring - when my little sister disagrees with me or vice-versa. We have very similar temperaments and I always end up feeling angry at her and myself for fighting so much over unimportant trivial matters.,,2130.0,
3111,"sadness","When my grandmother, who has been living with us for 14 years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes me feel really sad.",,6287.0,
3112,"disgust","A gathering of a social sports club at which they proceeded to show pornographic videos and then afterwards (when most people had had quite a bit to drink) carried on in a very degrading, unmoral manner - especially females exposing and flaunting themselves with no shame or embarassment.",,6459.0,
3113,"shame","Like guilt - the most ashamed I have ever felt was when I began to feel guilty about having sex with my boyfriend when it was only """"the thing to do"""", and not really an act of love.",,7342.0,
3114,"guilt","This feeling of guilt really applies to moral/religious views. I (being Catholic) went against what I was brought up to believe in and had a sexual relationship with my boyfriend. Many months later, when I was doing some deeper self analysis I began to feel guilty and realized that I had gone against what I wanted for myself and my future.",,1462.0,
3115,"joy",My mother along with some of my friends gave me a surprise birthday party - they invited a large number of my friends along too.,,4320.0,
3116,"fear",My mother did not come home till late at night (Ages ago). Anyway if I don't know where my parents are and when they'll be back I start thinking that perhaps they have had an accident and are perhaps dead.,,7402.0,
3117,"anger",Because I am the Captain of a basketball team I usually organise a roster system so that everyone in the team can have a turn at doing either a duty or a ref. A lot of the time the girls can't be bothered or just forget - I usually have to fill in.,,472.0,
3118,"sadness",So as to be closer to the university I have left home and moved into Auckland. It now seems as if I have left home - especially my family - forever.,,2222.0,
3119,"disgust",A friend of mine goes out with this guy. She sleeps with him but is quite happy for him to play around - as well as herself.,,3751.0,
3120,"guilt",I did not attend a social studies observation class for 1 whole week (I am a student trainee teacher). Anyway the other teachers thought this was okay because the teacher I was supposed to observe was not well liked. The teacher was in fact really nice to me - but I wanted to get out of teaching a hard topic he had given me.,,6314.0,
3121,"joy",Passing my pharmacy exams which meant my tertiary education for pharmacy completed.,,6812.0,
3122,"fear",When I was in a car with my parents and friends and we had to back up (reverse) pass a river which when I recall it (I was only about 5 yrs) seemed we were going to fall in and drown.,,2081.0,
3123,"anger",When my boyfriend wouldn't dance with me on my graduation night because he thought I could dance with my friends who were friendly.,,2216.0,
3124,"sadness",When my sister (really my niece) died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it.,,2895.0,
3125,"disgust",My brother gave me a beating because he could not beat me verbally.,,1469.0,
3126,"shame",I found I was pregnant and unmarried.,,90.0,
3127,"guilt",When I had to go to reconciliation before converting to Catholicism but then once received - o.k.,,2214.0,
3128,"joy",Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.,,5479.0,
3129,"fear","I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly.",,2205.0,
3130,"sadness","This occurred when my girlfriend and I have to finish our relationship due to some circumstances between her and her family. I was really sad, hurt and couldn't really find any reason why am I still living. Is this life is all about ? This was one of few question which crept up vividly every time I thought about what had happened.",,3162.0,
3131,"disgust",I'm very disgusted when I see people abusing their body with drugs and alcohol. They take advantage of these things usually for an excuse for the fantasies which they like and so they do things stupidly and unjustly.,,2595.0,
3132,"guilt",This I experienced when going around with more than one girl.,,1845.0,
3133,"joy","Letting Jesus take control of my emotions i.e., ill feeling.",,6086.0,
3134,"fear",Had fear of losing husband.,,3033.0,
3135,"anger",When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law.,,4015.0,
3136,"sadness",When boyfriend could not stand up to his mother or for himself.,,3683.0,
3137,"disgust","Disgusted with boyfriend's mother - her overpowering, over-protecting and selfish attitudes.",,2795.0,
3138,"shame",When ditched - divorced by husband.,,3954.0,
3139,"guilt",When I had to lie about my age to be accepted as a member of a group.,,3525.0,
3140,"joy",My cousin asked me to be a bridesmaid for her. This made really happy because I was adopted into the family and her asking me made me realise that she saw me as a cousin and not just another person. There were other cousins she could have asked but she asked me.,,6806.0,
3141,"fear",That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14.,,7446.0,
3142,"anger",(1) My father died. (2) My natural father contacted me a year after my father died and this angered me more as I thought he should be dead and not my father.,,4918.0,
3143,"sadness",My father died. I was away at the time and did not know until two days after.,,576.0,
3144,"disgust",A child told me she had been sexually abused by her step-father. I only knew the child and had not come into contact with either parent. I tried to do what was best for the child. The event and the stepfather disgusted me.,,1195.0,
3145,"shame","When my natural parents name would show up on papers and not my, what I call real name.",,7328.0,
3146,"guilt",I lied to my mother in the sixth form she said she would ring to find out and I had to tell her I had lied.,,1784.0,
3147,"joy",Joy at meeting a woman I love very much.,,2085.0,
3148,"fear",When approached by a gang of youths in town at night.,,597.0,
3149,"anger","When a man, a stranger to me, personally insulted a close woman friend of mine in public.",,3096.0,
3150,"sadness",After my father died suddenly of a heart attack.,,6678.0,
3151,"disgust",When a man spoke very sexistly in the company of some friends of mine.,,4021.0,
3152,"shame",When I went to explain to a lecturer whom I liked that the work expected of me was not going to be in.,,5321.0,
3153,"guilt",When I masturbated in my room.,,5723.0,
3154,"joy","When my lover and I felt like we had gone full circle. And our relationship was new, fresh, vital etc. once again.",,1226.0,
3155,"fear","My daughter was 2 yrs she went up to a colt tried to hit it. It turned on her and kicked her over the heart, sent her flying through the air. I left my mother and sister to deal to her as they are nurses. I felt I didn't want to know if she was going to die, it was just too much.",,75.0,
3156,"anger","My anger is with men, their inability to be human (not all men).",,1239.0,
3157,"sadness","The saddest I've ever been was when my lover was killed, hitch-hiking to work.",,7354.0,
3158,"disgust",With the N.Z. Rugby Union wanting to send the All Blacks to South Africa.,,5189.0,
3159,"shame","That my brother and father are into alcohol, two men with priviledge. Not using it positively.",,7237.0,
3160,"guilt","When I betrayed my lover, she told me something in confidence, I felt at the time I had to relay the information back to the person concerned, as I felt the situation volitile, did this without telling my lover, she felt like piggy in the middle, as she was not directly concerned. Maybe you could call it gossip I felt different after I had slept on it. If I had waited, thought, NOW I would not have done it.",,5097.0,
3161,"joy","A good friend, the wife of the vicar of my church came up to me from the pews (I am in the choir) and shook my hand during the time for an informal """"greeting"""" in the church service. She said a few words.",,5521.0,
3162,"fear","I walked up the main street of Auckland at 10 o'clock at night. I expected it to be very active with people, gangs, fast cars etc, thought it was actually quite quiet, though also oppressive. I walked about half a mile and bought a drink along the way.",,3276.0,
3163,"anger",Someone in my family (my brother I suspected) ate a bun which I had made for myself. It was during a long telephone call after I had just made it and put it in the oven warming drawer.,,5636.0,
3164,"sadness","Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasn't her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time.",,6179.0,
3165,"disgust",Having moved into a flat within the last week I felt some disgust that a bathroom tap had been left to drip with a faulty fawcet.,,2287.0,
3166,"shame","I criticised an action of my mother and for the first time she genuinely took notice of it. I felt shame that I was almost taking the part of a husband, or at least an equal which I should not.",,5375.0,
3167,"guilt","I felt that I contributed to a possible rift in the relationship between a boy and girl soon to be married, in my flat after I moved in. After stating my celibacy to him which she overheard and didn't previously know about I suspect.",,6735.0,
3168,"joy","My friend replying to my letter and again saying he was attracted to me and suggesting we write, talk and get together and see how things went and his suggestion that I could ring and doing that it was really good - though really insane conversation.",,203.0,
3169,"fear","Being sexually assaulted (not rape, but passionate kissing) by a friend's father - he stopped when he was driving me home. I hadn't wanted the lift, had refused 3 times, and then felt it'd be rude to refuse again. Was really afraid of what he might do.",,4644.0,
3170,"anger","I live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me. I was really angry, told him to get out. He was surprised, hesitated; I started to move towards him and he backed off - kept telling him - loudly, but firmly to go. Because I'd got the initiative, I succeeded. A very powerful message.",,1507.0,
3171,"sadness","When my grandmother died - I wasn't sad so much that she'd died because she was old, but because she lived in the last few years in an old people's home and had nothing very much that was hers - no chair, or private space, and when I went to visit she would be sitting in the """"lliving"""" room the TV room. It was hopeless. And I felt awkward so I didn't go and I was sad 'cos how I couldn't.",,5246.0,
3172,"anger","When during a social evening with my father, brother, sister, close friend and my father's 2nd wife - I had an argument with my father, who abused my friend who was sticking up for me.",,2847.0,
3173,"sadness",When the girl whom I have lusted after expressed reciprocal feelings and then days later changed her mind.,,1298.0,
3174,"disgust",When a close friend wilfully cheated me.,,4472.0,
